country_code,date,likes,place_full_name,place_name,place_type,retweets,text,verified,Sentiment Label,city,state_id,state_name,county_name,lat,lng,round_date
US,2021-05-15 04:23:44,0.0,"Pawling, NY",Pawling,city,0.0,willing to bet the amount of people sitting in prison over fake vaccine card is about to be insane,0.0,0,,,,,,,2021-05-15 04:00:00
US,2021-05-15 04:20:49,0.0,"Akron, OH",Akron,city,0.0,vaccine pop up clinic at the akron urban league may 20th see post for registration details akron ur,0.0,1,Akron,OH,Ohio,Summit,41.0798,-81.5219,2021-05-15 04:00:00
US,2021-05-15 04:20:36,0.0,"Highlands Ranch, CO",Highlands Ranch,city,0.0,to be fair the scotia north division was not thing until this year when they needed to create ca,0.0,1,Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,2021-05-15 04:00:00
US,2021-05-15 04:19:08,3.0,"Tempe, AZ",Tempe,city,0.0,vaccine cards at the door of course,0.0,1,Tempe,AZ,Arizona,Maricopa,33.3881,-111.9318,2021-05-15 04:00:00
US,2021-05-15 04:17:43,0.0,"Oswego, IL",Oswego,city,0.0,my parents screaming at me for not eating meat anymore me passing out from my covid vaccine while they re taking t,0.0,0,Oswego,IL,Illinois,Kendall,41.6834,-88.3372,2021-05-15 04:00:00
US,2021-05-15 04:16:25,0.0,"Philadelphia, PA",Philadelphia,city,0.0,rocking my new scrub hat made by my colleague who sewed lot during covid our ob patients are,0.0,1,Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339,2021-05-15 04:00:00
US,2021-05-15 04:15:19,3.0,"Houston, TX",Houston,city,1.0,if vaccinated people were paid more lot of unvaccinated people would want to take the vaccine,0.0,1,Houston,TX,Texas,Harris,29.7863,-95.3889,2021-05-15 04:00:00
US,2021-05-15 04:15:08,0.0,"Queens, NY",Queens,city,0.0,mr governor do the right thing and keep masks requirement nys andnyc still have lot of people tha,0.0,1,Queens,NY,New York,Queens,40.7498,-73.7976,2021-05-15 04:00:00
US,2021-05-15 04:14:30,0.0,"South St Paul, MN",South St Paul,city,0.0,science and facts aren a trend though that like arguing against math there is right wrong answer just,0.0,0,,,,,,,2021-05-15 04:00:00
US,2021-05-15 04:14:10,0.0,"Los Ranchos de Albuquerque, NM",Los Ranchos de Albuquerque,city,0.0,my school had covid case in classroom down the hall but no one even cared,0.0,1,Los Ranchos de Albuquerque,NM,New Mexico,Bernalillo,35.1625,-106.6481,2021-05-15 04:00:00
US,2021-05-15 04:14:06,0.0,"Manhattan, NY",Manhattan,city,0.0,so happened across today in the city ll be soon,0.0,1,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-15 04:00:00
US,2021-05-15 04:14:02,0.0,"Charleston, WV",Charleston,city,0.0,covid testing many companies gave covid sick days funny how no one was worried about poor people getting free va,0.0,0,Charleston,WV,West Virginia,Kanawha,38.3484,-81.6323,2021-05-15 04:00:00
US,2021-05-15 04:13:55,1.0,"Portland, OR",Portland,city,0.0,yeah all good got the vaccine and the side effects rolled me,0.0,1,Portland,OR,Oregon,Multnomah,45.5372,-122.65,2021-05-15 04:00:00
US,2021-05-15 04:12:08,1.0,"Enterprise, NV",Enterprise,city,0.0,i was just shocked at how fast it happened and m worried about the unvaccinateds now infecting each ot,0.0,0,Enterprise,NV,Nevada,Clark,36.0164,-115.2208,2021-05-15 04:00:00
US,2021-05-15 04:11:21,2.0,"Vancouver, WA",Vancouver,city,0.0,i is so scared to get my vaccine but sooo thankful to be getting one,0.0,1,Vancouver,WA,Washington,Clark,45.6366,-122.5967,2021-05-15 04:00:00
US,2021-05-15 04:11:15,0.0,"Rancho Cucamonga, CA",Rancho Cucamonga,city,0.0,second dose of the vaccine really messed my cycle up pretty bad,0.0,0,Rancho Cucamonga,CA,California,San Bernardino,34.1248,-117.5666,2021-05-15 04:00:00
US,2021-05-15 04:09:26,0.0,"Los Angeles, CA",Los Angeles,city,0.0,so got the pfizer shot earlier and my arm only slightly hurts which is strange cause the two arms already had don hurt at all,0.0,0,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-15 04:00:00
US,2021-05-15 04:09:14,1.0,"Bozeman, MT",Bozeman,city,0.0,she afraid of covid why isn she afraid of metabolic disease as passionately,0.0,1,Bozeman,MT,Montana,Gallatin,45.6832,-111.0552,2021-05-15 04:00:00
US,2021-05-15 04:08:15,2.0,"St Louis, MO",St Louis,city,0.0,my first karaoke song back post vaccine crowded house don dream it over specifically chosen for its promine,0.0,1,,,,,,,2021-05-15 04:00:00
US,2021-05-15 04:08:13,0.0,"Manhattan, NY",Manhattan,city,0.0,refusing the vaccine is irresponsible and puts other more vulnerable people at risk hope they reconsider,0.0,0,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-15 04:00:00
US,2021-05-15 04:06:52,0.0,"Santa Barbara, CA",Santa Barbara,city,0.0,ps did you get hair and make up done too,0.0,1,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,2021-05-15 04:00:00
US,2021-05-15 04:06:23,0.0,"Santa Barbara, CA",Santa Barbara,city,0.0,haha love that good work mom,0.0,1,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,2021-05-15 04:00:00
US,2021-05-15 04:05:13,0.0,"Forest City, FL",Forest City,city,0.0,seriously anyone who has legitimate worries about an emergency use rushed to arms everywhere shot,0.0,0,Forest City,FL,Florida,Seminole,28.6619,-81.4443,2021-05-15 04:00:00
US,2021-05-15 04:04:39,1.0,"Brooklyn, NY",Brooklyn,city,0.0,wait does law amp order still rip from the headlines watching did some fancy doctor sel,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-15 04:00:00
US,2021-05-15 04:04:34,0.0,"Pukalani, HI",Pukalani,city,0.0,the gift of on the drive home after my 1st old haleakala hwy,0.0,1,Pukalani,HI,Hawaii,Maui,20.8329,-156.3415,2021-05-15 04:00:00
US,2021-05-15 04:04:27,0.0,"Denver, CO",Denver,city,0.0,hey m fully vaccinated but work in healthcare so how are you going to make this happen you said the p,0.0,1,Denver,CO,Colorado,Denver,39.7621,-104.8759,2021-05-15 04:00:00
US,2021-05-15 04:01:57,0.0,"Jeffersonville, IN",Jeffersonville,city,0.0,at some point we were going to have to get back to normal everyone who wants vaccine has had ample opportunity,0.0,1,Jeffersonville,IN,Indiana,Clark,38.3376,-85.7026,2021-05-15 04:00:00
US,2021-05-15 04:00:52,0.0,"Salisbury, MD",Salisbury,city,0.0,welp guess it time to get the vaccine,0.0,1,Salisbury,MD,Maryland,Wicomico,38.3756,-75.5867,2021-05-15 04:00:00
US,2021-05-15 04:00:22,0.0,"Arlington, WA",Arlington,city,0.0,huh on 5 14 21 in thurston co of covid cases by pop 3 28 of deaths is,0.0,1,Arlington,WA,Washington,Snohomish,48.1698,-122.1443,2021-05-15 04:00:00
US,2021-05-15 03:58:42,2.0,"Los Angeles, CA",Los Angeles,city,0.0,data supports delay in getting 2nd vaccine dose,0.0,1,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-15 03:00:00
US,2021-05-15 03:57:51,0.0,"Milwaukee, WI",Milwaukee,city,0.0,get the vaccine it not hard decision,0.0,1,Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9673,2021-05-15 03:00:00
US,2021-05-15 03:55:50,4.0,"Ann Arbor, MI",Ann Arbor,city,0.0,every time see long covid my brain autocompletes long cat instead because it is full of long worms,0.0,1,Ann Arbor,MI,Michigan,Washtenaw,42.2755,-83.7312,2021-05-15 03:00:00
US,2021-05-15 03:55:50,1.0,"St Cloud, FL",St Cloud,city,0.0,brain activated and asking for proof of vaccination is not violat,0.0,1,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:55:36,1.0,"Emporium, PA",Emporium,city,0.0,this covid shot is hitting me,0.0,1,Emporium,PA,Pennsylvania,Cameron,41.5102,-78.2363,2021-05-15 03:00:00
US,2021-05-15 03:54:56,2.0,"Washington, DC",Washington,city,0.0,moderna snuck up and kicked my ass again yall send help,0.0,0,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,2021-05-15 03:00:00
US,2021-05-15 03:54:54,0.0,"Irvine, CA",Irvine,city,0.0,this whole thing is mess our governments have mostly failed covid it response amp the rules it madden,0.0,0,Irvine,CA,California,Orange,33.6772,-117.7738,2021-05-15 03:00:00
US,2021-05-15 03:53:56,1.0,"Austin, TX",Austin,city,0.0,just had my first overheard bathroom experience with girls asking which vaccine they got we re almost there folks,0.0,1,Austin,TX,Texas,Travis,30.3004,-97.7522,2021-05-15 03:00:00
US,2021-05-15 03:53:08,2.0,"Oklahoma City, OK",Oklahoma City,city,0.0,tell em again grandpa it ok if people feel safer still wearing mask get your vaccine and you won have,0.0,1,Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136,2021-05-15 03:00:00
US,2021-05-15 03:52:55,1.0,"Tulsa, OK",Tulsa,city,0.0,my ass will be voting in person during the last election because filed that help an incapacitated,0.0,0,Tulsa,OK,Oklahoma,Tulsa,36.1284,-95.9042,2021-05-15 03:00:00
US,2021-05-15 03:52:25,0.0,"Sunnyvale, CA",Sunnyvale,city,0.0,this younger patient population has new challenges for our clinic to keep an eye out for but overall we re having,0.0,1,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0256,2021-05-15 03:00:00
US,2021-05-15 03:52:23,0.0,"Mountain View, CA",Mountain View,city,0.0,mountain view vaccine clinic day number 79 is wrap time to kick back and recharge as of thursday santa clar,0.0,1,Mountain View,CA,California,Santa Clara,37.4,-122.0796,2021-05-15 03:00:00
US,2021-05-15 03:51:52,1.0,"Fallbrook, CA",Fallbrook,city,0.0,finally made my appointment for the vaccine,0.0,1,Fallbrook,CA,California,San Diego,33.3693,-117.2259,2021-05-15 03:00:00
US,2021-05-15 03:51:24,0.0,"Chicago, IL",Chicago,city,0.0,arrieta is trump guy so it figures he be stupid enough to forego the vaccine rednecks gonna redneck,0.0,0,Chicago,IL,Illinois,Cook,41.8373,-87.6862,2021-05-15 03:00:00
US,2021-05-15 03:50:51,3.0,"Gilbert, AZ",Gilbert,city,1.0,she ain lying 45 days in hospital wondering if you will ever see your family again d take those vaccin,0.0,0,Gilbert,AZ,Arizona,Maricopa,33.3101,-111.7463,2021-05-15 03:00:00
US,2021-05-15 03:50:35,2.0,"St Cloud, FL",St Cloud,city,0.0,speaking as someone who is responsible amp is fully vaccinated personally no longer c,0.0,0,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:49:14,0.0,"Los Banos, CA",Los Banos,city,0.0,oh shoot kate just found out she was pregnant started late to the game and started to watch sea,0.0,0,Los Banos,CA,California,Merced,37.063,-120.8406,2021-05-15 03:00:00
US,2021-05-15 03:48:32,0.0,"Parker, TX",Parker,city,0.0,just realized that after covid have turned into thor in avengers endgame hahahaha,0.0,1,Parker,TX,Texas,Collin,33.057,-96.6248,2021-05-15 03:00:00
US,2021-05-15 03:47:24,0.0,"Arlington, TX",Arlington,city,0.0,covid set up the most interesting nfl season and nba playoffs on accident lol,0.0,1,Arlington,TX,Texas,Tarrant,32.6998,-97.125,2021-05-15 03:00:00
US,2021-05-15 03:47:16,0.0,"Brigham City, UT",Brigham City,city,0.0,fans are the type to go get the vaccine and ask 4 the vegan 1,0.0,1,Brigham City,UT,Utah,Box Elder,41.5034,-112.0454,2021-05-15 03:00:00
US,2021-05-15 03:46:43,0.0,"Pleasure Ridge Park, KY",Pleasure Ridge Park,city,0.0,i have had blood clot and an aneurysm in my brain it has been about 20 years ago you,0.0,1,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:44:08,0.0,"Honolulu, HI",Honolulu,city,0.0,young students line for covid19 immunization but aren elementary students under 10 years supposed to be vacci,0.0,1,Honolulu,HI,Hawaii,Honolulu,21.3294,-157.846,2021-05-15 03:00:00
US,2021-05-15 03:44:06,0.0,"Barberton, OH",Barberton,city,0.0,serious question how come when polio was ravaging the world they didn skip fda approval or voluntary testing an,0.0,1,Barberton,OH,Ohio,Summit,41.0094,-81.6038,2021-05-15 03:00:00
US,2021-05-15 03:43:28,1.0,"Chicago, IL",Chicago,city,0.0,hey been vaccinated week ago m okay nothing wild happened but im still wearing my mask at all times amp keepi,0.0,1,Chicago,IL,Illinois,Cook,41.8373,-87.6862,2021-05-15 03:00:00
US,2021-05-15 03:42:47,2.0,"Topanga, CA",Topanga,city,0.0,post covid socializing like,0.0,1,Topanga,CA,California,Los Angeles,34.0964,-118.6053,2021-05-15 03:00:00
US,2021-05-15 03:42:25,1.0,"North Decatur, GA",North Decatur,city,0.0,mask or no mask vaccine or no vaccine imma still need ppl to give me my 6 feet,0.0,0,North Decatur,GA,Georgia,DeKalb,33.8073,-84.2889,2021-05-15 03:00:00
US,2021-05-15 03:39:46,0.0,"Rincón, Puerto Rico",Rincón,city,0.0,all bow to house pfizer the victorious,0.0,1,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:39:31,1.0,"Arlington, VA",Arlington,city,0.0,the vents around the mouth and nose makes your mask rather poor choice for combating covid,0.0,0,Arlington,VA,Virginia,Arlington,38.8786,-77.1011,2021-05-15 03:00:00
US,2021-05-15 03:39:24,0.0,"Fort Lauderdale, FL",Fort Lauderdale,city,0.0,jennifer the bad karma you point at in another person has strange way of comin,0.0,0,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,2021-05-15 03:00:00
US,2021-05-15 03:38:55,0.0,"Los Angeles, CA",Los Angeles,city,0.0,isn it weird how mcds got kiosks for taking your own order then covid happened and now everything is contactless,0.0,0,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-15 03:00:00
US,2021-05-15 03:37:34,4.0,"Pittsburg, CA",Pittsburg,city,1.0,covid killed planned huge expensive party for grantees to rally 4 juliet ellis amp harlan kelly of,0.0,1,Pittsburg,CA,California,Contra Costa,38.0182,-121.8964,2021-05-15 03:00:00
US,2021-05-15 03:37:32,6.0,"Orlando, FL",Orlando,city,1.0,we will not require proof of vaccine but ask our guests to be respectfully comply,0.0,1,Orlando,FL,Florida,Orange,28.4772,-81.3369,2021-05-15 03:00:00
US,2021-05-15 03:34:58,1.0,"Reston, VA",Reston,city,0.0,nice to have strength back off covid here we go nats,0.0,1,Reston,VA,Virginia,Fairfax,38.9497,-77.3461,2021-05-15 03:00:00
US,2021-05-15 03:34:09,5.0,"Huntertown, IN",Huntertown,city,0.0,gov dewine could offer me 1 million dollars and promise you would not take the vaccine,0.0,1,Huntertown,IN,Indiana,Allen,41.2155,-85.1715,2021-05-15 03:00:00
US,2021-05-15 03:33:24,0.0,"Lincoln, NE",Lincoln,city,0.0,slice team eating pizza slices and potatoes for lunch at before accepting our camp,0.0,1,Lincoln,NE,Nebraska,Lancaster,40.809,-96.6788,2021-05-15 03:00:00
US,2021-05-15 03:32:50,0.0,"Cheektowaga, NY",Cheektowaga,city,1.0,this just in modifying their masks policy for some of it parks masks not required for fully vacci,0.0,1,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:32:28,1.0,"Orlando, FL",Orlando,city,0.0,asians do it out of courtesy there was stigma here to do so with covid that has gone away thin,0.0,1,Orlando,FL,Florida,Orange,28.4772,-81.3369,2021-05-15 03:00:00
US,2021-05-15 03:31:53,0.0,"Long Beach, CA",Long Beach,city,0.0,because here at least 50 of population has got at least one doze of the vaccine,0.0,1,Long Beach,CA,California,Los Angeles,33.7981,-118.1675,2021-05-15 03:00:00
US,2021-05-15 03:30:35,1.0,"Fishers, IN",Fishers,city,0.0,if could work my manufacturing quality control position from home would do it in heart beat i,0.0,1,Fishers,IN,Indiana,Hamilton,39.9589,-85.9661,2021-05-15 03:00:00
US,2021-05-15 03:30:29,1.0,"Port Jervis, NY",Port Jervis,city,0.0,it won covid is an iq test,0.0,1,Port Jervis,NY,New York,Orange,41.3783,-74.6909,2021-05-15 03:00:00
US,2021-05-15 03:29:55,0.0,"West Sacramento, CA",West Sacramento,city,0.0,washington unified and are hosting covid 19 vaccine clinics in west sacramento for students 12 and,0.0,1,West Sacramento,CA,California,Yolo,38.5557,-121.5504,2021-05-15 03:00:00
US,2021-05-15 03:29:50,3.0,"Colorado Springs, CO",Colorado Springs,city,0.0,nice simple post covid shot 2 grilled chick n grits like geema used make colorado,0.0,1,Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7606,2021-05-15 03:00:00
US,2021-05-15 03:29:48,1.0,"Mayfield Heights, OH",Mayfield Heights,city,0.0,my father died in july last year non covid related he was always man of faith but he was never overbearing 8n,0.0,0,Mayfield Heights,OH,Ohio,Cuyahoga,41.5175,-81.4534,2021-05-15 03:00:00
US,2021-05-15 03:29:04,0.0,"Boston, MA",Boston,city,0.0,i hate how covid has changed everything people really be acting and forgetting that people have allergies and norma,0.0,0,Boston,MA,Massachusetts,Suffolk,42.3188,-71.0846,2021-05-15 03:00:00
US,2021-05-15 03:29:04,0.0,"Los Angeles, CA",Los Angeles,city,0.0,i get it now even though the vaccine doesn guarantee immunity long term safety lower transmission rates or ev,0.0,1,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-15 03:00:00
US,2021-05-15 03:29:00,0.0,"Westbrook, ME",Westbrook,city,0.0,this is sad most are unvaccinated it feels similar to reading about automobile death,0.0,0,Westbrook,ME,Maine,Cumberland,43.6954,-70.3539,2021-05-15 03:00:00
US,2021-05-15 03:28:31,1.0,"Inglewood-Finn Hill, WA",Inglewood-Finn Hill,city,0.0,t minus 7 days until moderna for me eyes on the prize,0.0,1,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:27:39,0.0,"Hewitt, TX",Hewitt,city,0.0,i listening to your covid 19 vaccine questions answered from latino usa on my kwbu app,0.0,1,Hewitt,TX,Texas,McLennan,31.452,-97.196,2021-05-15 03:00:00
US,2021-05-15 03:27:32,4.0,"San Diego, CA",San Diego,city,2.0,democratic lawmakers in both chambers of congress have 100 vaccination rate against covid 19 survey of c,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-15 03:00:00
US,2021-05-15 03:25:34,0.0,"Minneapolis, MN",Minneapolis,city,0.0,can someone like take large net throw it over toss her in one of those w,0.0,1,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,2021-05-15 03:00:00
US,2021-05-15 03:25:24,0.0,"West Menlo Park, CA",West Menlo Park,city,0.0,agree with the invariants theory but even with that what if there a once in century ev,0.0,1,West Menlo Park,CA,California,San Mateo,37.4338,-122.2034,2021-05-15 03:00:00
US,2021-05-15 03:25:13,0.0,"Brighton, MI",Brighton,city,0.0,unpopular opinion did pfizer give me covid,0.0,1,Brighton,MI,Michigan,Livingston,42.5298,-83.7847,2021-05-15 03:00:00
US,2021-05-15 03:25:06,0.0,"Manhattan, NY",Manhattan,city,0.0,embarrassing and irresponsible to reject the vaccine and enable the develop,0.0,0,Manhattan,NY,New York,New York,40.7834,-73.9662,2021-05-15 03:00:00
US,2021-05-15 03:23:25,0.0,"San Diego, CA",San Diego,city,0.0,i think some series attempts at finishing their seasons via zoom or via animation or whatever during c,0.0,1,San Diego,CA,California,San Diego,32.8312,-117.1225,2021-05-15 03:00:00
US,2021-05-15 03:21:49,10.0,"Greenwood Village, CO",Greenwood Village,city,1.0,all pandemic long scientists brawled over how the virus spreads droplets no aerosols at the heart of the figh,1.0,0,Greenwood Village,CO,Colorado,Arapahoe,39.6152,-104.913,2021-05-15 03:00:00
US,2021-05-15 03:21:48,2.0,"Providence, RI",Providence,city,0.0,have 1 million vaccine doses banner will travel,1.0,1,Providence,RI,Rhode Island,Providence,41.823,-71.4187,2021-05-15 03:00:00
US,2021-05-15 03:20:53,1.0,"Lafayette, CO",Lafayette,city,0.0,i screen shot it today but look you guys do,0.0,1,Lafayette,CO,Colorado,Boulder,39.9949,-105.0997,2021-05-15 03:00:00
US,2021-05-15 03:18:40,7.0,"Nashville, TN",Nashville,city,1.0,nashville starts shot for beer shot for cup vaccine incentive,1.0,1,Nashville,TN,Tennessee,Davidson,36.1715,-86.7843,2021-05-15 03:00:00
US,2021-05-15 03:17:43,0.0,"Chicago, IL",Chicago,city,0.0,my covid wardrobe might kill this dude,0.0,0,Chicago,IL,Illinois,Cook,41.8373,-87.6862,2021-05-15 03:00:00
US,2021-05-15 03:17:28,1.0,"Laredo, TX",Laredo,city,0.0,i was teasing in my previous post but bc my vax is older than the average trial amp all i,0.0,0,Laredo,TX,Texas,Webb,27.5629,-99.4875,2021-05-15 03:00:00
US,2021-05-15 03:17:24,0.0,"Denver, CO",Denver,city,0.0,hopefully your luck will run out and you ll understand how indiscriminate covid is and maybe you shou,0.0,1,Denver,CO,Colorado,Denver,39.7621,-104.8759,2021-05-15 03:00:00
US,2021-05-15 03:17:19,0.0,"Pittsburgh, PA",Pittsburgh,city,0.0,the only thing people listen to what simon says looking around you have to wonder how many peo,0.0,1,Pittsburgh,PA,Pennsylvania,Allegheny,40.4396,-79.9762,2021-05-15 03:00:00
US,2021-05-15 03:16:22,2.0,"Los Angeles, CA",Los Angeles,city,0.0,covid aerosols miasma is back baybeee,0.0,1,Los Angeles,CA,California,Los Angeles,34.1139,-118.4068,2021-05-15 03:00:00
US,2021-05-15 03:16:12,1.0,"Pearland, TX",Pearland,city,0.0,i feel like we re about to see big increase in covid cases but ok,0.0,1,Pearland,TX,Texas,Brazoria,29.5585,-95.3215,2021-05-15 03:00:00
US,2021-05-15 03:15:33,0.0,"Colonia, NJ",Colonia,city,0.0,people really make up their own facts about covid and post them online,0.0,1,Colonia,NJ,New Jersey,Middlesex,40.5929,-74.3151,2021-05-15 03:00:00
US,2021-05-15 03:15:32,9.0,"Phoenix, AZ",Phoenix,city,0.0,oh dear god covid made me forget that people do the wave at these things,1.0,1,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0891,2021-05-15 03:00:00
US,2021-05-15 03:15:05,1.0,"Tipton, IA",Tipton,city,0.0,as far as m concerned with anti mask ant,0.0,0,Tipton,IA,Iowa,Cedar,41.7701,-91.1283,2021-05-15 03:00:00
US,2021-05-15 03:13:37,11.0,"Brooklyn, NY",Brooklyn,city,0.0,kinda wild how my arm went from the worst it ever felt this morning to perfectly fine now following my second mo,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-15 03:00:00
US,2021-05-15 03:11:51,4.0,"Raleigh, NC",Raleigh,city,0.0,governor roy lifted the mandate and people out here like covid never happened bro,0.0,1,Raleigh,NC,North Carolina,Wake,35.8325,-78.6435,2021-05-15 03:00:00
US,2021-05-15 03:11:45,0.0,"Charlotte, NC",Charlotte,city,0.0,why are there still so many old people dammit covid you had one job,0.0,1,Charlotte,NC,North Carolina,Mecklenburg,35.208,-80.8304,2021-05-15 03:00:00
US,2021-05-15 03:11:29,1.0,"Tampa, FL",Tampa,city,0.0,some of all need to keep your mask on and not because of covid,0.0,1,Tampa,FL,Florida,Hillsborough,27.9942,-82.4451,2021-05-15 03:00:00
US,2021-05-15 03:11:12,0.0,"Loveland, CO",Loveland,city,0.0,i am unsure of exactly how many rooms are under contract right now but yes the city,0.0,1,Loveland,CO,Colorado,Larimer,40.4166,-105.0623,2021-05-15 03:00:00
US,2021-05-15 03:10:47,0.0,"Brooklyn, NY",Brooklyn,city,0.0,cdc said it about to be hot girl summer covid step aside,0.0,1,Brooklyn,NY,New York,Kings,40.6501,-73.9496,2021-05-15 03:00:00
US,2021-05-15 03:10:40,0.0,"Honolulu, HI",Honolulu,city,0.0,want to work at cvs health we re hiring in honolulu hi click the link in our bio for details on this job and mor,0.0,1,Honolulu,HI,Hawaii,Honolulu,21.3294,-157.846,2021-05-15 03:00:00
US,2021-05-15 03:09:29,2.0,"Raleigh, NC",Raleigh,city,0.0,why was donut shop promoting the vaccine they are promoting obesity and other health iissies,0.0,1,Raleigh,NC,North Carolina,Wake,35.8325,-78.6435,2021-05-15 03:00:00
US,2021-05-15 03:09:09,1.0,"Orlando, FL",Orlando,city,0.0,my mom is immunocompromised and cannot take the vaccine if still want to wear one mind your own business,0.0,1,Orlando,FL,Florida,Orange,28.4772,-81.3369,2021-05-15 03:00:00
US,2021-05-15 03:08:04,12.0,"Swampscott, MA",Swampscott,city,15.0,artificial intelligence accurately predicts if covid 19 patients will develop life threatening complications,0.0,0,,,,,,,2021-05-15 03:00:00
US,2021-05-15 03:07:44,0.0,"Prairieville, LA",Prairieville,city,0.0,giving somebody 1000 to go back to work when you guarantee them 600 for staying at home is the definition of insa,0.0,1,Prairieville,LA,Louisiana,Ascension,30.3151,-90.9571,2021-05-15 03:00:00
US,2021-05-15 03:06:09,2.0,"Frederick, MD",Frederick,city,0.0,i ve gotten covid been vaccinated and will still wear mask,0.0,1,Frederick,MD,Maryland,Frederick,39.4336,-77.4141,2021-05-15 03:00:00
US,2021-05-15 03:05:44,0.0,"Duarte, CA",Duarte,city,0.0,covid segregation coming to town near,0.0,1,Duarte,CA,California,Los Angeles,34.161,-117.9504,2021-05-15 03:00:00
US,2021-05-15 03:04:21,1.0,"Portland, OR",Portland,city,0.0,kids aren vaxxed variants are spreading immunocompromised people thrown under the bus ny yan,0.0,1,Portland,OR,Oregon,Multnomah,45.5372,-122.65,2021-05-15 03:00:00
US,2021-05-15 03:04:16,2.0,"Pukalani, HI",Pukalani,city,0.0,got the 1st pfizer dose king kekaulike high school,0.0,1,Pukalani,HI,Hawaii,Maui,20.8329,-156.3415,2021-05-15 03:00:00
